i,z,class
19.14651,18.5897,GALAXY
19.18378,18.78721,GALAXY
21.04107,20.95677,QSO
20.81013,19.73552,GALAXY
16.80279,16.39338,GALAXY
21.42409,19.46637,QSO
18.61244,18.5439,STAR
19.85822,19.16212,GALAXY
19.88347,19.42384,GALAXY
16.9996,16.70115,GALAXY
19.60138,19.32255,GALAXY
14.69266,14.3823,GALAXY
15.54588,15.47923,GALAXY
15.79763,15.44148,GALAXY
14.95882,14.71306,GALAXY
21.51461,21.05988,QSO
20.88137,21.34768,STAR
18.66968,18.70919,STAR
21.1214,19.9331,GALAXY
20.96959,21.26495,QSO
21.4962,21.55827,QSO
17.84918,17.46983,GALAXY
19.87353,19.55627,GALAXY
17.26155,17.11921,STAR
17.64701,17.62759,STAR
20.72705,20.63628,QSO
17.1342,16.92104,GALAXY
20.10836,19.86755,QSO
19.16165,19.10007,STAR
19.25687,19.04692,STAR
15.91038,15.54825,GALAXY
18.33362,18.20663,GALAXY
20.70864,19.95837,GALAXY
21.0845,19.94042,QSO
19.34898,18.80094,GALAXY
20.86429,20.90885,QSO
18.6346,18.21408,GALAXY
21.72772,21.99033,GALAXY
16.34277,15.61297,STAR
17.91622,17.8273,STAR
20.77587,21.19192,QSO
20.65497,20.62715,QSO
21.09074,21.06651,QSO
19.4326,19.34119,STAR
19.36885,19.02155,GALAXY
19.49268,19.31967,GALAXY
17.17059,16.80667,GALAXY
19.77278,19.55097,GALAXY
19.86908,19.38022,GALAXY
16.83675,16.43367,GALAXY
19.20847,18.8338,GALAXY
16.50634,16.17964,GALAXY
16.54336,16.27675,STAR
16.61457,23.22743,STAR
19.85955,19.32487,GALAXY
20.36349,20.09232,STAR
16.80919,16.65459,STAR
20.65313,19.74486,STAR
21.62303,22.44523,GALAXY
22.11991,21.51402,GALAXY
21.01044,19.91071,GALAXY
15.89874,15.83928,STAR
17.94403,17.84672,STAR
19.32246,18.91687,GALAXY
20.79344,20.39046,QSO
19.90889,19.57164,GALAXY
17.13344,17.10901,STAR
17.33959,17.04416,GALAXY
21.06147,20.447,QSO
19.19559,18.64661,STAR
19.41779,18.94363,GALAXY
20.26611,20.15222,STAR
21.16932,20.92745,QSO
19.48215,18.77107,GALAXY
18.71174,18.60709,STAR
20.30077,20.16157,QSO
20.25737,19.9616,STAR
20.89302,20.68933,STAR
19.66646,19.08953,GALAXY
15.29075,14.9983,GALAXY
15.95052,15.58248,GALAXY
20.85718,20.10711,STAR
20.70204,20.76089,STAR
16.62641,16.33337,GALAXY
19.44601,18.9466,GALAXY
21.79489,20.77853,GALAXY
17.20596,17.01875,GALAXY
19.12752,18.728,GALAXY
20.50686,19.8396,GALAXY
17.24263,16.95843,GALAXY
15.54799,15.46446,STAR
21.55313,20.81161,QSO
17.40595,17.33822,STAR
21.05799,20.9865,QSO
15.38653,15.24885,STAR
16.9758,16.96243,STAR
18.9891,18.96012,STAR
20.57221,20.81331,STAR
15.71602,15.58969,STAR
17.09777,16.94059,GALAXY
18.95875,18.58924,GALAXY
20.13719,19.68,GALAXY
19.47237,19.01721,GALAXY
19.95996,19.60642,GALAXY
20.07005,19.44088,GALAXY
21.94436,21.86157,GALAXY
19.28348,18.22727,STAR
16.14741,16.03577,STAR
20.00913,19.71014,GALAXY
20.55661,20.45989,QSO
20.68228,20.19014,STAR
16.31177,15.9562,GALAXY
21.11347,20.83809,STAR
20.72046,19.90499,STAR
17.1611,17.04354,STAR
16.6176,16.41508,STAR
17.93622,17.26457,STAR
16.50857,16.45982,STAR
20.87179,20.93278,GALAXY
19.27012,18.75212,GALAXY
16.92266,16.57992,GALAXY
17.26247,16.91563,GALAXY
19.76639,19.62311,STAR
16.53184,16.46239,STAR
16.40511,16.76303,STAR
17.82929,17.34897,GALAXY
21.49108,22.32273,GALAXY
20.21308,20.19553,STAR
19.12491,19.02417,STAR
19.49266,18.97679,GALAXY
17.34855,17.07381,GALAXY
19.00448,18.50043,GALAXY
18.77555,18.38071,GALAXY
21.86405,22.06178,QSO
20.70672,20.02856,STAR
16.71553,16.54596,GALAXY
17.45852,17.0776,GALAXY
19.86693,19.81072,STAR
21.4307,21.09677,QSO
19.57792,19.4025,STAR
21.79169,21.11096,STAR
22.44754,21.76444,QSO
20.0132,19.72173,GALAXY
21.88689,21.87968,GALAXY
20.57355,20.92019,GALAXY
21.44045,20.94162,QSO
16.03583,15.64816,GALAXY
16.89646,16.57733,GALAXY
16.595,16.40168,GALAXY
17.37423,17.08512,GALAXY
16.65753,16.30705,GALAXY
16.93628,16.50861,GALAXY
16.67622,16.30491,GALAXY
19.90755,19.48477,GALAXY
20.82977,19.95975,QSO
17.91739,17.88066,STAR
20.28727,20.13026,QSO
20.66467,20.337,STAR
16.79433,16.41787,GALAXY
18.34926,17.9281,GALAXY
16.70368,16.07559,STAR
19.67942,19.78247,QSO
20.17587,19.60736,GALAXY
16.2613,15.89427,GALAXY
22.19676,26.0935,QSO
17.02826,16.62338,GALAXY
19.41735,19.1093,GALAXY
19.60368,19.15526,GALAXY
19.64644,19.1513,GALAXY
21.8786,23.5657,QSO
21.66606,21.57135,QSO
19.5488,19.5048,STAR
16.45114,16.09436,GALAXY
15.09646,15.02748,STAR
20.2975,19.45952,GALAXY
18.70714,18.18041,GALAXY
20.80619,19.77149,GALAXY
15.4351,15.50959,GALAXY
19.79425,19.33476,GALAXY
20.32492,18.76048,STAR
19.39287,19.30737,STAR
20.70337,20.5526,QSO
16.61174,16.22741,GALAXY
16.24723,15.92788,GALAXY
16.6434,16.34049,GALAXY
17.25487,16.9157,GALAXY
20.47819,20.3036,STAR
19.66379,19.69977,QSO
20.6355,20.55861,QSO
21.30343,20.65549,QSO
19.29616,19.00459,GALAXY
21.39266,20.49491,GALAXY
13.67694,13.39071,GALAXY
17.4316,17.08478,GALAXY
20.06087,19.81866,GALAXY
21.05924,20.82454,QSO
18.9768,18.96264,QSO
20.02352,20.80374,GALAXY
20.58887,19.83352,GALAXY
20.1671,19.47237,GALAXY
20.52688,19.66744,GALAXY
18.69062,18.23008,GALAXY
19.11985,19.17674,STAR
20.98812,20.92601,STAR
19.96322,19.88364,QSO
20.21217,20.05052,QSO
16.75952,16.0403,STAR
15.09461,14.4425,STAR
17.98321,17.43121,GALAXY
19.84863,19.20591,GALAXY
20.10509,19.84241,GALAXY
19.8823,19.18998,STAR
19.43858,18.83461,GALAXY
20.52019,19.85724,GALAXY
17.68571,17.30929,GALAXY
17.03185,16.67272,GALAXY
18.84465,18.32341,GALAXY
19.50717,19.04857,GALAXY
20.43124,20.46692,QSO
20.6348,20.60674,STAR
21.47462,21.0762,QSO
19.01581,18.67631,GALAXY
21.46069,21.7571,QSO
20.38888,20.30305,QSO
21.6245,21.505,QSO
21.53811,21.96218,QSO
21.39177,21.80314,QSO
21.38292,21.3095,QSO
21.40309,21.49615,QSO
18.30375,18.19471,STAR
19.13408,19.02758,STAR
16.53995,16.62847,STAR
15.03792,14.94319,STAR
16.47668,16.10775,GALAXY
19.7476,19.39204,GALAXY
20.03955,19.29296,GALAXY
21.80979,21.53271,QSO
18.80127,18.34241,GALAXY
19.75834,19.2996,GALAXY
21.85481,21.27034,QSO
20.72005,19.96094,GALAXY
17.59594,17.50269,GALAXY
21.54668,21.01722,QSO
21.10372,20.81154,QSO
13.77193,13.50218,GALAXY
16.51178,16.20817,GALAXY
19.29525,19.05388,GALAXY
19.93678,19.74999,GALAXY
17.94876,17.94588,QSO
18.1545,17.69962,GALAXY
17.42438,17.02691,GALAXY
18.59906,18.16988,GALAXY
17.20277,16.79615,GALAXY
15.42559,15.08999,GALAXY
20.41522,19.65351,STAR
21.6459,21.59902,GALAXY
19.97614,19.71041,GALAXY
20.18011,20.45223,GALAXY
19.22673,19.06127,STAR
21.97236,21.6706,QSO
19.98708,20.307,STAR
17.42202,17.27147,STAR
20.2258,19.89277,QSO
17.66505,17.54611,STAR
19.80755,19.6541,STAR
20.86861,21.1807,QSO
21.53555,21.26269,STAR
18.20611,18.14989,STAR
20.60877,20.58658,QSO
21.5603,21.49612,QSO
19.97646,20.04374,QSO
20.39091,19.61441,GALAXY
19.57281,19.27461,GALAXY
20.15147,19.27436,GALAXY
16.51524,16.19135,GALAXY
19.4643,18.97421,GALAXY
15.94934,15.77682,STAR
19.59237,19.85014,STAR
15.85386,15.81107,STAR
21.842,21.32814,STAR
16.76976,16.57341,STAR
18.98356,18.63504,GALAXY
20.67207,19.77196,STAR
18.86709,18.3734,GALAXY
21.22702,20.94331,QSO
20.39468,19.6703,GALAXY
19.08348,18.57311,GALAXY
16.88829,16.54825,GALAXY
17.30149,16.97423,GALAXY
16.59552,16.24492,GALAXY
17.00028,16.61294,GALAXY
18.77999,18.41567,GALAXY
17.17188,16.82732,GALAXY
19.28878,18.91981,GALAXY
18.82915,18.66789,GALAXY
16.27439,15.85706,GALAXY
17.46815,17.16649,GALAXY
19.97391,19.17876,GALAXY
16.57317,16.48494,STAR
16.14763,15.9184,STAR
21.56376,21.60071,STAR
19.07806,18.50584,GALAXY
17.6277,17.57522,STAR
18.29092,17.74698,STAR
20.30995,19.92466,GALAXY
20.41914,22.827,STAR
21.4371,21.07857,QSO
20.41371,20.30813,GALAXY
16.66203,16.46544,GALAXY
18.06523,17.64926,GALAXY
21.05028,19.93131,GALAXY
17.53309,17.44261,STAR
18.48273,18.38157,QSO
20.51456,20.5625,STAR
17.07158,16.8349,STAR
19.00514,18.56936,GALAXY
17.29167,17.11267,GALAXY
19.52815,18.87307,GALAXY
18.70535,18.36161,GALAXY
21.65026,21.82302,QSO
19.19565,18.82099,QSO
18.9573,18.24721,STAR
18.5386,18.62616,STAR
19.20092,19.01384,STAR
18.58741,17.38912,STAR
21.55908,21.0481,GALAXY
18.81965,18.36594,GALAXY
16.82613,16.59483,GALAXY
17.38271,17.18966,GALAXY
16.64639,16.2872,GALAXY
17.16094,16.88169,GALAXY
19.67175,19.24982,GALAXY
17.38445,17.02225,GALAXY
18.61278,18.15092,GALAXY
19.27864,18.81881,GALAXY
19.5879,19.58869,STAR
17.22215,17.05726,STAR
18.75562,18.67805,STAR
20.70987,20.95462,STAR
16.38421,16.04255,GALAXY
21.67088,22.11067,QSO
15.89276,15.68135,STAR
18.98747,18.57262,GALAXY
18.65464,18.21659,GALAXY
18.94224,18.96305,GALAXY
19.0363,18.59916,GALAXY
19.06169,18.63696,GALAXY
18.95986,18.47747,GALAXY
18.03877,17.64207,GALAXY
19.4392,18.94384,GALAXY
19.07651,19.20478,STAR
17.85651,17.89734,STAR
18.32989,18.17824,STAR
18.88839,17.90674,STAR
19.1262,18.74092,STAR
15.80745,15.74111,STAR
20.19617,19.40809,GALAXY
18.37364,17.93815,GALAXY
21.71079,21.51982,QSO
19.21642,19.1672,STAR
18.64846,18.56973,QSO
19.57738,19.2072,GALAXY
18.97757,18.47113,GALAXY
20.79732,20.42245,QSO
20.99379,20.73909,QSO
16.42058,15.65202,GALAXY
16.77181,16.55644,GALAXY
17.48456,17.16238,GALAXY
16.38904,16.08688,GALAXY
19.08155,18.64348,GALAXY
17.54076,17.1303,GALAXY
19.49711,18.57947,GALAXY
21.02144,20.50636,STAR
18.01701,17.98983,STAR
21.74008,21.01901,QSO
20.3399,19.70721,STAR
21.63329,21.29796,STAR
18.16989,17.43062,STAR
18.16934,18.10867,STAR
19.61193,19.19792,GALAXY
19.54326,19.67035,GALAXY
19.26673,18.93332,GALAXY
21.68812,22.08056,STAR
17.09587,16.79564,GALAXY
19.02155,17.99363,STAR
21.73571,21.46264,QSO
19.45083,19.56264,QSO
16.4083,16.14686,GALAXY
20.21238,19.72008,GALAXY
19.93398,19.48918,GALAXY
19.95231,19.48001,GALAXY
17.05048,16.67356,GALAXY
20.12182,19.67315,GALAXY
20.80141,20.66128,STAR
20.78485,20.19174,STAR
17.94888,17.55812,GALAXY
17.35048,17.00243,GALAXY
16.15149,15.85615,GALAXY
16.24577,15.88272,GALAXY
19.98473,18.44023,STAR
20.32905,20.06483,STAR
21.01576,20.86069,QSO
19.20049,18.7577,GALAXY
16.51935,16.23348,GALAXY
21.10076,20.66471,GALAXY
19.67317,19.13294,GALAXY
20.05976,19.32441,GALAXY
22.15203,21.52273,GALAXY
20.80989,20.73177,QSO
19.26303,19.18833,QSO
16.33895,16.31479,STAR
20.85958,20.49766,GALAXY
19.27424,19.10295,QSO
20.03716,19.09137,GALAXY
16.38482,15.98236,GALAXY
19.45248,18.84852,GALAXY
16.47447,16.38879,STAR
16.89951,16.70065,STAR
20.62745,20.72898,QSO
20.63859,20.47439,QSO
20.01874,19.92678,QSO
15.71532,15.33,GALAXY
20.45624,20.43619,QSO
21.5289,21.1919,QSO
17.27407,17.23369,STAR
17.90963,17.87164,STAR
21.75764,21.40149,GALAXY
16.08262,16.0619,STAR
17.40371,17.25257,GALAXY
17.67994,16.96351,STAR
19.601,19.17206,GALAXY
21.47171,21.75788,STAR
16.23837,15.88785,GALAXY
18.30021,17.97637,GALAXY
19.72498,19.09919,GALAXY
19.3113,18.86565,GALAXY
19.8021,19.50699,GALAXY
17.35534,17.15254,GALAXY
17.25172,17.00577,GALAXY
21.09136,22.34255,GALAXY
20.98325,21.17972,GALAXY
16.83282,16.69426,GALAXY
18.52629,18.01959,GALAXY
17.0022,16.54501,GALAXY
21.18288,21.32482,STAR
18.08149,17.69967,GALAXY
19.57677,19.01287,GALAXY
19.2804,18.64185,GALAXY
18.361,17.87484,GALAXY
19.56151,19.48679,GALAXY
18.785,18.07375,STAR
18.68124,18.25307,GALAXY
20.26298,19.5257,GALAXY
18.54006,18.20305,GALAXY
16.82574,16.69474,GALAXY
16.81525,16.42265,GALAXY
20.48484,20.3619,QSO
21.64499,21.33452,STAR
17.8577,17.76105,STAR
19.60536,18.99435,STAR
20.93654,20.53093,QSO
19.76687,19.47732,GALAXY
17.90144,17.13077,STAR
17.3094,17.02892,GALAXY
19.8513,19.64552,QSO
19.82081,19.05383,STAR
18.98786,18.79393,STAR
18.7061,18.24525,GALAXY
17.8264,17.5156,GALAXY
20.63627,20.42044,GALAXY
20.40298,20.63688,QSO
14.95478,14.68414,STAR
19.50445,19.04238,GALAXY
16.92146,16.35316,STAR
21.39392,21.63765,QSO
20.44164,19.41867,STAR
15.67444,15.36734,STAR
22.04637,22.93448,QSO
19.41806,19.57465,QSO
19.15841,18.65069,GALAXY
20.30514,19.89716,GALAXY
19.85581,19.41481,GALAXY
20.74866,19.84704,GALAXY
16.68068,16.32903,GALAXY
16.55734,16.25358,GALAXY
17.50087,17.20905,GALAXY
19.14328,19.13193,STAR
20.85918,20.94441,QSO
15.98631,15.64326,GALAXY
18.73012,18.7046,QSO
19.29735,19.22999,STAR
18.23676,17.82582,GALAXY
19.156,18.66304,GALAXY
16.89294,16.59995,GALAXY
16.85543,16.50461,GALAXY
17.59048,17.26879,GALAXY
18.42115,18.09504,GALAXY
19.41747,18.89744,GALAXY
22.02294,21.73625,QSO
16.61848,16.55961,STAR
20.18609,19.73003,GALAXY
21.20518,19.72484,GALAXY
16.2474,16.1948,STAR
19.31568,18.72213,GALAXY
19.76165,19.74692,GALAXY
16.99073,16.61681,GALAXY
18.8981,18.67037,GALAXY
18.89069,18.3214,STAR
17.50272,17.31148,STAR
16.33187,16.29221,STAR
14.94658,14.86124,STAR
20.37444,19.79627,GALAXY
15.75277,15.65517,STAR
17.19272,17.03793,GALAXY
15.98294,15.63247,GALAXY
17.2086,16.85395,GALAXY
19.32207,18.5359,STAR
16.96484,16.62942,GALAXY
22.23507,20.76109,GALAXY
19.2914,18.92579,GALAXY
18.7492,18.24229,GALAXY
15.35554,15.14784,GALAXY
17.24561,16.98846,GALAXY
16.3281,16.18276,GALAXY
15.16646,14.80989,GALAXY
20.66081,20.62794,QSO
20.80896,20.49342,STAR
21.44408,20.76925,QSO
21.94701,21.54339,STAR
20.47942,19.7529,GALAXY
18.63717,18.57218,QSO
21.1711,21.02112,QSO
19.09134,18.89696,STAR
18.80112,18.35287,GALAXY
19.19549,18.4585,GALAXY
15.44143,15.29549,STAR
17.22987,16.88188,GALAXY
16.78073,16.50809,GALAXY
19.24502,18.4628,STAR
20.28748,20.07611,STAR
19.86953,19.76598,STAR
20.69798,20.61375,QSO
18.17573,17.81854,STAR
19.64994,18.91563,STAR
19.36551,19.10396,STAR
21.34503,20.83995,QSO
19.49447,19.42681,QSO
18.97208,18.45541,STAR
20.5442,20.34932,GALAXY
18.69286,18.2472,GALAXY
19.39133,18.81015,GALAXY
19.0149,18.5484,GALAXY
21.31647,21.34636,GALAXY
20.19506,19.96584,GALAXY
17.25085,16.91375,GALAXY
19.64376,19.16517,GALAXY
18.45783,17.98838,GALAXY
19.49339,19.0716,GALAXY
20.45208,19.3573,GALAXY
22.30962,21.89876,GALAXY
17.42503,17.03242,GALAXY
19.75498,19.16563,GALAXY
16.75471,16.64512,STAR
19.64868,19.42998,GALAXY
16.42679,16.38729,STAR
18.89362,18.99275,QSO
18.21581,17.89532,GALAXY
19.0866,18.74835,GALAXY
18.75827,18.23632,GALAXY
20.26542,19.80414,QSO
20.71,20.25947,STAR
17.93781,17.56106,GALAXY
19.91612,19.4791,GALAXY
22.6661,21.50795,QSO
19.43618,19.0644,GALAXY
20.48284,20.38638,QSO
18.42425,18.39174,STAR
21.26189,21.26814,QSO
17.81141,17.79489,STAR
20.68517,20.65479,GALAXY
19.74203,19.25725,GALAXY
17.1508,16.79607,GALAXY
16.37685,16.0528,GALAXY
18.47653,18.48268,STAR
15.21056,14.88276,GALAXY
17.33908,16.9969,GALAXY
16.62277,16.30154,GALAXY
15.7709,15.48627,GALAXY
16.52055,16.17979,GALAXY
19.62421,19.41283,QSO
16.85395,16.56462,STAR
19.99942,19.71244,GALAXY
16.87416,16.57659,GALAXY
19.75262,19.4546,GALAXY
18.56227,18.21389,GALAXY
20.49247,19.83034,GALAXY
20.1629,19.93204,QSO
20.76418,19.86839,GALAXY
20.44367,19.28714,QSO
20.35357,20.89979,STAR
19.28277,18.87766,GALAXY
20.76842,19.7507,STAR
19.63314,19.40351,STAR
16.74867,16.6261,STAR
20.92908,20.6646,QSO
20.511,19.94914,QSO
19.3838,18.99406,GALAXY
21.44887,21.00394,GALAXY
20.40879,20.488,QSO
21.20535,20.59746,QSO
22.16992,21.75197,GALAXY
20.55417,19.81592,GALAXY
19.6783,19.17716,GALAXY
17.16828,16.83197,GALAXY
19.93665,19.45996,GALAXY
19.16762,18.78033,GALAXY
18.67956,18.32389,GALAXY
20.83054,19.94544,GALAXY
16.75076,16.58051,GALAXY
18.52811,18.16864,GALAXY
17.36904,16.97859,GALAXY
19.74897,19.42523,GALAXY
19.78633,20.29685,STAR
21.61179,21.24634,QSO
21.02164,20.76765,QSO
17.43376,17.30496,STAR
19.38269,18.76919,GALAXY
19.4965,19.00152,GALAXY
18.30235,17.9079,GALAXY
16.77804,16.40717,GALAXY
16.16586,15.81946,GALAXY
19.12838,18.56559,GALAXY
18.89537,18.41235,GALAXY
16.28147,15.92409,GALAXY
15.1332,14.77308,GALAXY
18.32314,17.92734,GALAXY
17.42433,17.03423,GALAXY
18.31552,17.92939,GALAXY
16.94121,16.60122,GALAXY
16.98679,16.76245,GALAXY
19.39525,19.07498,GALAXY
18.6769,18.30675,GALAXY
18.57633,18.1767,GALAXY
18.7414,17.04827,STAR
21.53459,22.09426,QSO
21.75924,21.19592,QSO
15.69408,15.54581,STAR
16.65964,16.61644,STAR
20.70362,20.45747,STAR
20.37842,19.97094,STAR
20.24585,19.85818,GALAXY
20.2097,19.38982,GALAXY
18.44433,17.3563,STAR
20.35682,20.3146,QSO
19.41289,18.88426,GALAXY
17.30055,17.0727,GALAXY
18.10172,17.66787,GALAXY
19.85079,18.97647,GALAXY
19.70027,19.0574,GALAXY
21.91526,22.59447,GALAXY
17.03022,16.73547,GALAXY
17.2308,16.85643,GALAXY
20.42381,20.17062,QSO
19.61039,19.23313,GALAXY
19.40852,19.01815,GALAXY
21.19357,21.49613,QSO
21.07856,21.25735,QSO
21.77936,23.15424,GALAXY
19.82196,19.54314,GALAXY
18.90974,18.82672,STAR
19.5185,19.47418,STAR
19.98957,19.54986,GALAXY
19.35871,18.90842,GALAXY
18.16401,18.20918,STAR
22.09978,22.1444,GALAXY
18.97974,18.4926,GALAXY
19.35245,18.93664,GALAXY
18.71319,18.18458,GALAXY
21.15724,21.60031,QSO
21.43242,20.62723,QSO
24.3619,22.82716,STAR
19.23195,18.82592,GALAXY
16.5154,16.13543,GALAXY
16.04297,15.71766,GALAXY
18.33614,17.86283,GALAXY
15.76434,15.419,GALAXY
16.13777,15.8396,GALAXY
16.47504,16.11386,GALAXY
16.47358,16.14817,GALAXY
17.50835,17.12458,GALAXY
17.22751,17.12687,GALAXY
20.37414,19.87281,GALAXY
19.87067,19.84866,QSO
20.70527,20.77382,STAR
20.11475,19.26361,STAR
16.21206,16.24633,STAR
14.71437,14.66721,STAR
19.82839,20.01267,QSO
22.54789,22.30877,QSO
19.86064,19.6828,GALAXY
21.36158,21.20728,STAR
22.57633,22.76329,GALAXY
17.64915,17.34027,GALAXY
15.81226,15.47735,GALAXY
15.83696,15.56407,GALAXY
18.10555,17.6968,GALAXY
21.23611,20.95328,QSO
19.77859,19.48875,QSO
19.88291,19.82503,STAR
16.64564,16.31618,GALAXY
18.17817,17.89225,QSO
19.38703,18.92491,GALAXY
18.49827,18.49189,STAR
21.21709,20.79594,QSO
17.31141,16.90863,GALAXY
18.1307,17.98078,STAR
21.35019,20.54851,STAR
18.89275,18.33343,GALAXY
17.03714,16.86156,GALAXY
17.11702,16.76711,GALAXY
16.78389,16.36733,GALAXY
17.1003,16.71263,GALAXY
16.27806,16.01239,GALAXY
19.62392,19.10279,GALAXY
18.98351,18.39694,GALAXY
19.81618,19.32197,GALAXY
18.20618,17.81105,GALAXY
18.55993,18.09052,GALAXY
19.43258,18.94835,GALAXY
20.00038,19.4381,GALAXY
17.907,17.56803,GALAXY
16.92134,16.53311,GALAXY
19.5782,19.17898,GALAXY
17.41054,16.88325,GALAXY
17.44415,17.37053,GALAXY
16.78135,16.64435,STAR
15.3407,14.89874,GALAXY
17.33755,16.96774,GALAXY
17.37729,16.94146,STAR
17.19477,16.88727,GALAXY
18.27769,18.26379,STAR
18.96686,18.68709,GALAXY
18.97541,18.46042,GALAXY
21.38172,20.74448,QSO
20.2182,19.89502,GALAXY
20.43122,19.51604,GALAXY
19.52019,18.90764,GALAXY
18.49596,18.07478,GALAXY
19.73555,19.12902,GALAXY
20.07918,19.48768,GALAXY
18.49824,18.50814,GALAXY
18.40031,18.03248,GALAXY
19.4666,19.43883,QSO
18.01688,17.99585,STAR
19.33403,18.82483,GALAXY
16.06298,15.67202,GALAXY
21.60769,22.14812,GALAXY
16.72069,16.35792,GALAXY
17.29605,17.09448,GALAXY
19.98883,19.45005,GALAXY
20.20723,19.53295,GALAXY
20.45485,20.50066,GALAXY
21.04818,20.66876,GALAXY
18.70431,18.28151,GALAXY
20.1224,19.56613,GALAXY
16.04923,15.8587,STAR
20.7471,20.48753,QSO
21.1731,20.91705,STAR
19.88271,19.58635,GALAXY
17.29562,17.20019,STAR
20.42795,20.59578,GALAXY
19.42576,19.06643,GALAXY
20.04858,20.04617,STAR
20.9151,19.87965,GALAXY
19.60625,19.22584,GALAXY
21.73546,21.71844,QSO
15.34762,15.25267,STAR
16.14814,15.97603,STAR
17.64137,17.25462,GALAXY
17.56116,17.20916,GALAXY
19.955,19.54398,GALAXY
16.77286,16.26657,GALAXY
22.1683,22.1529,GALAXY
21.63406,21.23375,QSO
15.47333,15.4087,STAR
20.74434,20.50451,QSO
19.88592,19.48662,GALAXY
17.01028,16.54086,GALAXY
18.25053,18.01706,STAR
21.65111,21.7459,QSO
16.65017,16.53883,STAR
19.00069,18.56763,GALAXY
21.0204,20.58877,QSO
20.55465,20.05588,STAR
21.99514,22.37156,QSO
18.76875,18.67286,STAR
15.53256,15.43666,STAR
17.21606,16.85289,GALAXY
16.84373,16.48316,GALAXY
20.32324,19.47487,GALAXY
19.86969,20.04365,QSO
14.42781,14.39382,STAR
18.66116,18.24528,GALAXY
18.38241,18.34589,STAR
16.63181,16.44982,STAR
20.31361,19.73697,GALAXY
19.73395,19.44213,STAR
19.08683,18.61451,GALAXY
20.76267,20.63672,QSO
20.92898,20.58374,STAR
17.42589,17.10445,GALAXY
18.05708,17.71731,GALAXY
19.68008,19.31508,GALAXY
16.97348,16.59722,GALAXY
19.63836,19.52048,GALAXY
19.73207,19.49757,STAR
20.84233,20.70363,QSO
20.74703,19.12232,STAR
19.09438,18.6465,GALAXY
20.82889,20.80371,QSO
19.25656,18.81744,GALAXY
18.34334,17.8882,GALAXY
20.46832,19.69922,GALAXY
17.28056,17.24435,STAR
18.32963,18.04904,GALAXY
19.547,19.53275,GALAXY
20.86925,20.00195,GALAXY
17.17464,16.83814,GALAXY
17.33793,16.95239,GALAXY
15.52476,15.17196,GALAXY
19.94208,19.40861,GALAXY
18.35137,18.30582,STAR
22.64581,21.75453,GALAXY
16.10345,16.03737,STAR
17.59253,17.41869,STAR
20.45797,20.25457,QSO
18.25746,18.11739,STAR
17.1773,16.86584,GALAXY
22.5679,20.74394,STAR
21.90116,21.66956,QSO
16.71807,16.66062,STAR
18.83278,18.56242,GALAXY
20.43518,19.78358,GALAXY
18.75939,18.16548,GALAXY
19.35013,18.76179,GALAXY
20.13683,19.90316,GALAXY
19.47411,19.22133,GALAXY
15.9985,15.71273,STAR
18.11292,17.57572,GALAXY
20.75411,20.30925,GALAXY
19.63805,19.36137,GALAXY
16.59093,16.25016,GALAXY
19.52475,18.97646,GALAXY
17.21631,16.85735,GALAXY
21.72162,21.56411,STAR
18.42688,18.4181,STAR
18.60536,18.56178,GALAXY
19.56809,19.02034,GALAXY
18.78553,18.40579,GALAXY
20.63491,20.7579,STAR
17.75908,17.67231,GALAXY
18.2839,18.14776,STAR
21.824,21.54239,QSO
19.21252,17.91377,STAR
20.05404,19.91601,QSO
20.68061,20.8124,QSO
20.28223,20.00842,STAR
18.70005,18.49659,GALAXY
17.16698,16.75442,STAR
17.35173,17.27793,GALAXY
16.83039,16.39261,GALAXY
19.60961,19.12855,GALAXY
20.63511,20.4077,STAR
21.79616,20.53444,GALAXY
18.07542,18.13812,STAR
17.11576,16.73669,GALAXY
18.93836,18.44345,GALAXY
18.85043,18.46348,GALAXY
16.19186,16.17321,GALAXY
20.75696,22.21715,STAR
18.55741,18.55384,STAR
19.18433,18.69902,GALAXY
17.11871,16.7769,GALAXY
15.73157,15.66373,STAR
14.04219,13.71016,GALAXY
17.98155,17.74792,GALAXY
18.11248,17.70607,GALAXY
19.98663,19.44994,GALAXY
21.47316,21.42703,QSO
20.69254,19.7734,GALAXY
19.34344,18.77287,GALAXY
16.89478,16.79082,STAR
19.48872,19.00227,GALAXY
18.6043,18.13609,GALAXY
19.91724,19.55723,GALAXY
19.14055,18.80184,GALAXY
